"Tour Code";"Themes";"Tour Destination";"Price"
"PCDFUZ";;"Mountains,Northern Argentina,Salinas,Salta,San Antonio,The Highlands,Argentina,San Antonio,";"$$"
"PHF0G0";"Museum,World Heritage Site,";"Cerro,Leon,Salta,Salvador,San Salvador,San Salvador de Jujuy,Yala,Quebrada de Humahuaca,";"$$"
"P2PCPP";;"Coro,Coronel,Salta,";"$$"
"PECCPV";;"Bern,Bern,Salta,San Bernardo,San Francisco,San Lorenzo,San Francisco,";"$"
"PUV81J";;"Tierra del Fuego,The Coast,Argentina,";"$$"
"PAPHPG";"Museum,";"Chico,Mountains,The Coast,";"$$"
"PBB8WL";"National Park,";"Fuego National Park,National Parks,Redonda,Cerro,Ensenada,Islands,The Islands,Chile,Ensenada,Susa,";"$"
"PKKJYD";;;"$$$$"
"PMMQQP";;;"$$$$"
"PUWPZF";;"Mendoza,Lujan,Mendoza,";"$$$$"
"P8PNA5";"Food Tour,";"Mendoza,Mendoza,";"$$$$"
"P1CRK0";;;"$$$$"
"PAAUKR";;"Hot Springs,Mendoza,Ski resorts,Mendoza,Ski Resorts,The Andes,Argentina,Los Penitentes,";"$$"
"PEH01V";;"Mendoza,Mendoza,Villavicencio,Chile,";"$"
"PLBSLE";;"Argentina,";"$"
"PST01G";"Museum,";"Mendoza,Cerro,Martin,Mendoza,Rome,San Martin,Argentina,Rome,";"$"
"PBALZJ";;"Cerro,";"$$"
"P1SW08";"National Park,";"Buenos Aires,Buenos Aires,";"$$$"
"P1ES17";"Outdoor Activities,Water Sports,";"Perito Moreno Glacier,";"$$$"
"PGSWME";"National Park,Outdoor Activities,";"Leon,Salto,";"$$$"
"PREXDE";"National Park,Outdoor Activities,";"National Park Torres del Paine,Paine National Park,Salto,Chile,";"$$$$"
"P1P6VP";"National Park,";"Patagonia,Perito Moreno Glacier,Redonda,Surprise,";"$$"
"PNXSRH";"National Park,";"Huapi National Park,Nahuel Huapi National Park,Valdivia,";"$$"
"PSPTNA";"National Park,Outdoor Activities,";"Huapi National Park,Nahuel Huapi National Park,Victoria,Bari,Mountains,Victoria,Victoria,Victoria,";"$$"
"P5Q1CV";"National Park,";"Huapi National Park,Masca,Nahuel Huapi National Park,Bari,Cerro,Mountains,Cerro Catedral,";"$$$"
"PXPUVM";"National Park,";"Huapi National Park,Nahuel Huapi National Park,Patagonia,Victoria,Bari,Campana,Mountains,Southern Argentina,Victoria,Argentina,Victoria,Victoria,";"$$"
"P7JTQE";"National Park,";"Huapi National Park,Nahuel Huapi National Park,Patagonia,Bari,Escondido,Martin,San Martin,Argentina,";"$$$"
"PKSQVC";"National Park,Outdoor Activities,";"Huapi National Park,Nahuel Huapi National Park,Bari,Cerro,San Carlos,San Carlos de Bariloche,Cerro Catedral,";"$"
"P2AW6G";;"Punta del Este,Faro,Paradise,Uruguay,";"$$$$"
"PPHQHJ";;"Punta del Este,Faro,Paradise,Uruguay,";"$$$$"
"P7LHBM";;"Mercado del Puerto (Port Market),Independence,South America,Uruguay,";"$$$$"
"PULAZS";;"Mercado del Puerto (Port Market),Independence,South America,Uruguay,";"$$$$"
"PMF034";"Museum,World Heritage Site,";"Citadel,The Citadel,The Citadel,Colon,La Plata,Uruguay,Colon,";"$$$$"
"PLQNHG";"Museum,World Heritage Site,";"Citadel,The Citadel,The Citadel,Colon,La Plata,Uruguay,Colon,";"$$$$"
"PVHHBH";;"Punta del Este,Faro,Paradise,Uruguay,";"$$$$"
"PHB2XU";;"Mercado del Puerto (Port Market),Independence,South America,Uruguay,";"$$$$"
"P4UG5K";"Museum,World Heritage Site,";"Citadel,The Citadel,The Citadel,Colon,La Plata,Uruguay,Colon,";"$$$$"
"PMGEWM";;"Buenos Aires,Argentina,Buenos Aires,";"$"
"PGZKHU";"National Park,Outdoor Activities,";"Martin,Salto,San Martin,";"$$"
"PXLMBJ";;"Plantations,Plantation,";"$$"
"PY1RGU";"National Park,";"Iguazu National Park,";"$$"
"PZZPJY";"National Park,";"Iguazu National Park,Brazil,";"$"
"PBFE0C";;;"$"
"PH0CKM";;;"$"
"PFWDY1";;;"$$"
"PEPLMA";"Museum,";"Abu Simbel,Pyramids of Giza,Cair,Cairo,Giza,Egypt,";"$"
"P6GU5E";;"Uluru - Kata Tjuta National Park,Uluru - Kata Tjuta National Park,Adelaide,Alice Springs,Franklin,Springs,Sunrise,";"$$$$"
"PZDV41";;"Uluru - Kata Tjuta National Park,Uluru - Kata Tjuta National Park,Alice Springs,Darwin,Springs,Sunrise,";"$$$$"
"P6PYG1";"Museum,National Park,Outdoor Activities,World Heritage Site,";"Botanical Gardens,Botanical Gardens,Central Market,Central Market,Central Market,Central Market (Psah Thmay),Gardens,Historical Museum (Historisches Museum),Kakum National Park,Mole National park,Sao Jorge,Accra,Cape Coast,Colon,Independence,Kent,Kumasi,Nungua,Obuasi,Tamale,The Coast,Africa,Europe,Ghana,Japan,Colon,Botanical Garden (Orto Botanico), Padua,";"$$$$"
"PGBJ3Y";"Museum,National Park,Outdoor Activities,World Heritage Site,";"Central Market,Central Market,Central Market,Central Market (Psah Thmay),Djoudj National Bird Park,Ethnographic Museum,Ethnographic Museum (former Folk Art Museum),Grand Mosque,Dakar,Islands,Kaolack,Paradise,St Louis,Touba,Africa,Senegal,Salou,";"$"
"PAUQ4A";"Museum,";"Treichville,Abengourou,Abidjan,Korhogo,Plantation,Yamoussoukro,Ivory Coast,";"$$$$"
"PLZGYZ";"Museum,National Park,Outdoor Activities,";"Kakum National Park,Old Fort,Big Ben and the Houses of Parliament,Accra,Atlanta,Cape Coast,Chicago,Gold Coast,Independence,Africa,Europe,Ghana,";"$$$$"
"P1A0YQ";"Water Sports,";"Islands,Panama,Panama Canal,Paradise,San Blas,India,Panama,Golden Beach,";"$$$$"
"PTYWRS";;"Brooklyn Bridge,Chinatown,Chinatown,Brooklyn,Manhattan,New York City,York,China,New York,";"$$"
"P0X4L1";"Outdoor Activities,";"Central Park,Wonderland,Bethesda,York,Side,New York,";"$$"
"PS18UX";;"Gardens,Hoover Dam,The Strip,Hoover,Las Vegas,Luxu,";"$"
"PC5TSL";"Museum,National Park,Outdoor Activities,";"Ein Gedi National Park,Masada,The Dead Sea,The Dead Sea,Arad,David,Jerusalem,Roman,Tel Aviv,Botanical Garden (Orto Botanico), Padua,Masada,";"$$$$"
"PVW501";"Museum,";"Arad,Beersheba,David,Dese,Jerusalem,Mountains,The Valley,Australia,Israel,";"$$$$"
"PHMKA8";;"Eilat,The Dead Sea,The Dead Sea,Jerusalem,Mountains,Israel,";"$$$$"
"PUEGC0";;"Bethlehem,Temple Mount (Al-Haram al-Sharif),Western Wall (HaKotel HaMaaravi),Bethlehem,Jerusalem,Temple,Israel,";"$$$$"
"PZ240R";"Museum,";"Makhtesh Ramon (Ramon Crater),Beersheba,";"$$$$"
"PFTHWT";"Food Tour,";"Galilee,Tel Aviv,";"$$$$"
"PT0NSY";"World Heritage Site,";"Caesarea,Gardens,Hippodrome,Roman Theatre,Carmel,Haifa,Mountains,Roman,Tel Aviv,Israel,";"$$$$"
"PMRWUB";;"Bethlehem,Bethlehem,Jerusalem,";"$$$$"
"PNM6YT";;"Masada,Nazareth,Temple Mount (Al-Haram al-Sharif),Western Wall (HaKotel HaMaaravi),Galilee,Haifa,Jerusalem,Nazareth,Temple,Jordan,Masada,";"$$$$"
"PMWEU6";;"Western Wall (HaKotel HaMaaravi),Armenia,Ashdod,Jerusalem,Armenia,";"$$$$"
"PTZQ0H";;"Jaffa,Tel Aviv,Israel,";"$$$"
"PXHD1B";"Museum,World Heritage Site,";"Jaffa,Carmel,Independence,Jerusalem,Palma,Tel Aviv,Israel,Independence Hall,";"$$$"
"PM0KKB";;"Jerusalem,";"$$$$"
"PYS9CV";"Museum,National Park,Outdoor Activities,";"Ein Gedi National Park,Masada,The Dead Sea,The Dead Sea,Arad,David,Jerusalem,Roman,Botanical Garden (Orto Botanico), Padua,Masada,";"$$$$"
"PCMDHL";"Museum,World Heritage Site,";"Masada,Beersheba,Jerusalem,Tel Aviv,Masada,";"$$$$"
"PVDNKX";"Museum,";"Arad,Beersheba,Dese,Australia,Israel,";"$$$$"
"PWEQC6";;"Botanical Gardens,Botanical Gardens,Gardens,Masada,The Dead Sea,The Dead Sea,Jerusalem,Jordan,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),Botanical Garden (Orto Botanico), Padua,Masada,";"$$$$"
"PQG8WB";;"Western Wall (HaKotel HaMaaravi),Jerusalem,Temple,";"$$$"
"PM0H1K";"Museum,";"Jerusalem,";"$$$$"
"PB0RVP";;"Jaffa,Jerusalem,";"$$$"
"PRBCGL";"World Heritage Site,";"Boulder,Boulder,The Coast,Australia,";"$$"
"P6VC0L";"Sky Activities,Water Sports,";"Yellowstone National Park,Big Sky,";"$$"
"P34QTJ";"Sky Activities,";"Yellowstone National Park,";"$"
"PGZWXL";;"Eastern Shore,Michigan,";"$$$"
"P9PG6X";;"Chicago,Evanston,";"$$"
"P17R6Y";;"Chicago,Geneva,Naperville,";"$$"
"P1AGHL";;"Eastern Shore,Michigan,";"$$$"
"PNZ5RL";"Water Sports,";"Las Vegas,";"$$$$"
"PE1FNV";"Water Sports,";"Las Vegas,";"$$$$"
"PRA0VB";;;"$$$$"
"PULDZF";"Water Sports,";"Las Vegas,";"$$$$"
"PKUTEK";;"Las Vegas,Mountains,";"$$$$"
"PL3EMT";;"Hamm,";"$$$$"
"PV7A7P";;"Anda,Fuxin,Shanghai,";"$$"
"P6FM64";;"Anda,Fuxin,Shanghai,";"$$"
"PFFLFM";"National Park,";"Grand Bahama Island,Peterson Cay National Park,Bahamas,";"$$$$"
"PU8LDZ";;"Islands,";"$$$$"
"PHE5JR";"Museum,";"Acropolis,Acropolis,Ancient Corinth,Archaeological Museum,Delphi,Ephesus,Parthenon,Patmos,Piraeus,Plaka,Santorini Beaches,Sparta,The Palace of Knossos,Athens,Crete,Jerusalem,Kusadasi,Leon,Mary,Mykonos,Patmos,Piraeus,Roman,Rome,Saint Paul,Santorini,Temple,Thessaloniki,Asia,Europe,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rome,Santorini,Heraklion,Kusadasi,Ephesus,Meteora,";"$$$$"
"P6E80X";"Museum,World Heritage Site,";"Rome Ciampino Airport,Rome Fiumicino Airport,Assisi,Bell Tower (Campanile di San Marco),Cathedral of Santa Maria,Grand Place (Central Square),Galle,Murano,Padua (Padova),Pantheon,Piazza del Duomo (Cathedral Square),Pisa,Ponte Vecchio,Santa Croce,Santa Maria,Siena,Trastevere,Trevi Fountain (Fontana di Trevi),Assis,Como,Florence,Galle,Largo,Mila,Milan,Pisa,Roman,Rome,Santa Maria,Tuscany,Umbria,Venice,Verona,Europe,Argentina,Italy,Rome,Venice,";"$$$$"
"PAETAZ";"Museum,World Heritage Site,";"Assisi,Bell Tower (Campanile di San Marco),Blue Grotto (Grotta Azzurra),Capri,Galle,Gardens,Blue Grotto (Grotta Azzurra),Montepulciano,Padua (Padova),Padua (Padova),Pisa,Pompeii,Ponte Vecchio,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),Santa Croce,Santa Maria,Siena,Vatican City and the Sistine Chapel,The Royal Palace,The Royal Palace (Koninklijk Paleis),Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,Amalfi Coast,Assis,Bologna,Chia,Florence,Galle,Naples,Padova,Pali,Paradise,Pisa,Rath,Roman,Rome,Santa Maria,Tuscany,Umbria,Venice,France,Italy,Vatican City,Naples,Rome,Venice,Naples,Sorrento,Vatican City,";"$$$$"
"P9SHTQ";"Museum,";"Acropolis,Acropolis,Delphi,Ephesus,Patmos,Piraeus,Santorini Beaches,Sparta,The Palace of Knossos,Athens,Boston,Crete,Kusadasi,Leon,Mykonos,Patmos,Piraeus,Rhodes,Santorini,St John,Temple,Trikala,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Archaeological Site of Delphi,Ephesus,Meteora,";"$$$$"
"PPFEPX";"Museum,";"Acropolis,Acropolis,Delphi,Ephesus,Epidaurus,Mycenae,Olympia,Patmos,Piraeus,Santorini Beaches,Sparta,Temple of Hera,Athens,Crete,Jerusalem,Kusadasi,Leon,Mino,Mykonos,Patmos,Patra,Piraeus,Rhodes,Santorini,Temple,Trikala,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Archaeological Site of Delphi,Ephesus,Meteora,";"$$$$"
"P9GMFA";"Museum,";"Acropolis,Acropolis,Citadel,Delphi,Ephesus,Patmos,Piraeus,Santorini Beaches,Sparta,Athens,Crete,Islands,Kusadasi,Leon,Mino,Mykonos,Patmos,Piraeus,Rhodes,Santorini,Temple,Trikala,Greece,Turkey,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Archaeological Site of Delphi,Ephesus,Meteora,";"$$$$"
"PQ1USF";;"Acropolis,Acropolis,Ancient Corinth,Ephesus,Parthenon,Patmos,Santorini Beaches,Athens,Boston,Crete,Jerusalem,Kusadasi,Mary,Mino,Mykonos,Patmos,Rhodes,Roman,Rome,Santorini,Temple,Thessaloniki,Asia,Europe,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Rhodes,Rome,Santorini,Heraklion,Kusadasi,Ephesus,Meteora,";"$$$$"
"PFAYHH";"Museum,";"Acropolis,Acropolis,Delphi,Ephesus,Epidaurus,Mycenae,Olympia,Patmos,Piraeus,Santorini Beaches,Sparta,Temple of Hera,The Palace of Knossos,Athens,Boston,Crete,Kusadasi,Leon,Mykonos,Patmos,Patra,Piraeus,Rhodes,Santorini,St John,Temple,Trikala,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Archaeological Site of Delphi,Ephesus,Meteora,";"$$$$"
"PUWTZK";"Museum,";"Acropolis,Acropolis,Belvedere,Parthenon,Santorini Beaches,Assis,Athens,Boston,Mykonos,Santorini,Greece,Athens,Santorini,";"$$$$"
"PVE0HV";;"Assisi,Cinque Terre,Fortifications,Piazza del Duomo (Cathedral Square),Pisa,Pompeii,Roman Forum,Roman Forum (Foro Romano),Santa Croce,Swiss Alps,Assis,Columbus,Delta,Florence,Genoa,La Spezia,Mila,Milan,Naples,Paradise,Perugia,Pisa,Ravenna,Rome,San Lorenzo,Swiss Alps,Tuscany,Umbria,Venice,Verona,Europe,Italy,Peru,Switzerland,Naples,Rome,Venice,Naples,Sorrento,City of Verona,";"$$$$"
"PATZH7";;"Bethlehem,Caesarea,Church of the Holy Sepulchre,Jaffa,Nazareth,Temple Mount (Al-Haram al-Sharif),The Dead Sea,The Dead Sea,Via Dolorosa,Bethesda,Bethlehem,Cali,Carmel,David,Dese,Galilee,Gera,Jerusalem,Mary,Most,Nazareth,Netanya,Roman,Rome,Tel Aviv,Temple,The Coast,Israel,Jordan,Rome,";"$$$$"
"P024YV";"Museum,";"Acropolis,Acropolis,Delos,Delphi,Ephesus,Parthenon,Patmos,Piraeus,Santorini Beaches,Sparta,Athens,Crete,Islands,Kusadasi,Leon,Mino,Mykonos,Patmos,Piraeus,Rhodes,Santorini,Temple,Trikala,Turkey,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Archaeological Site of Delphi,Delos,Ephesus,Meteora,";"$$$$"
"PMG2V1";"Museum,";"Athens Airport,Acropolis,Acropolis,Citadel,Ephesus,Patmos,Piraeus,Santorini Beaches,The Citadel,The Citadel,Athens,Crete,Islands,Kusadasi,Mino,Mykonos,Patmos,Piraeus,Rhodes,Santorini,Temple,Greece,Turkey,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Ephesus,";"$$$$"
"PCV0X8";"Museum,World Heritage Site,";"Acropolis,Acropolis,Gardens,National Gardens,Parthenon,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),Athens,Cary,Luxu,Roman,Temple,Athens,";"$$"
"PGOKXA";"Museum,";"Acropolis,Acropolis,Delphi,Ephesus,Patmos,Piraeus,Santorini Beaches,Sparta,The Palace of Knossos,Athens,Crete,Kusadasi,Leon,Mykonos,Patmos,Piraeus,Rhodes,Santorini,St John,Temple,Trikala,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Piraeus,Rhodes,Santorini,Heraklion,Kusadasi,Archaeological Site of Delphi,Ephesus,Meteora,";"$$$$"
"PCC4MK";"Museum,";"Acropolis,Acropolis,Aegina,Cape Sounion,Delphi,Epidaurus,Hydra,Mycenae,Olympia,Poros,Sparta,Temple of Hera,Athens,Islands,Leon,Patra,Temple,The Coast,Greece,Athens,Archaeological Site of Delphi,Archaeological Site of Olympia,Meteora,";"$$$$"
"PYGMP5";"Museum,";"Athens Airport,Acropolis,Acropolis,Ephesus,Hot Springs,Patmos,Santorini Beaches,The Palace of Knossos,Athens,Crete,Kusadasi,Mino,Mykonos,Patmos,Santorini,St John,Greece,Athens,Crete,Heraklion,Kusadasi,Patmos,Santorini,Heraklion,Kusadasi,Ephesus,";"$$$$"
"PLXTFZ";"Museum,";"Athens Airport,Acropolis,Acropolis,Belvedere,Santorini Beaches,Athens,Mykonos,Roman,Santorini,Athens,Santorini,";"$$$$"
"PUPHUQ";"Museum,";"Market Square,Market Square,Centennial,Jelenia Gora,Mary,Prague,Wroclaw,Europe,Czech Republic,Poland,";"$$$$"
"PCEGSL";"Museum,National Park,Outdoor Activities,World Heritage Site,";"National Parks,Krakow,Mountains,Swidnica,Wroclaw,Europe,Poland,";"$$$$"
"PV1XNZ";"Water Sports,";"Hawaii,Hawaii,";"$$$$"
"P5FM0T";;"Florida,Florida,";"$$$$"
"P0TC1K";"Water Sports,";;"$"
"PEMGAZ";;"Florida,Florida,";"$$$$"
"PTKJV1";"Water Sports,";"Florida,Florida,";"$$"
"P6WPJ1";;;"$$$$"
"PJSQLG";;;"$$$$"
"PW6U1Y";;;"$$$"
"P4P1BL";;"Waco,";"$$"
"P7D6JL";;"Florida,Florida,";"$$"
"PHEKUX";;"Florida,Florida,";"$"
"P1YY3W";;;"$"
"PGJHQN";;"West Coast,Mexico,Key West,Key West,";"$$$$"
"PGY2VV";"Water Sports,";"Florida,Florida,";"$$"
"PEPM8M";;;"$$"
"PGJR2H";;;"$$"
"PJV04L";"Water Sports,";"Old Fort,Tampa,Tampa Bay,";"$$"
"P0CP7Z";;;"$$"
"PD10RG";;"Florida,Tampa,Tampa Bay,Florida,";"$$"
"PKRCEP";"Water Sports,";"Palma,";"$$"
"PD9SJM";"Water Sports,";"Palma,";"$$"
"PVP1D0";"Water Sports,";;"$$$$"
"PWKYH8";;"Florida,Palma,Florida,";"$$$"
"PAKDCF";;"Florida,Palma,Paradise,Florida,";"$$$"
"PPG37S";;"Mendenhall Glacier,Juneau,Juneau,Alaska,";"$$"
"P317FC";;"Juneau,Mountains,Juneau,Alaska,";"$$"
"PQNF1L";;"Las Vegas,Most,";"$$$$"
"PDFXDK";;"Las Vegas,Most,";"$$$$"
"PBCJWV";;"Las Vegas,Most,";"$$$"
"PA1V24";;"Las Vegas,Most,";"$$$"
"PRXQMM";;"Las Vegas,Most,";"$$"
"P0NMYH";;"Las Vegas,Most,";"$$$$"
"PEJCDZ";;"Las Vegas,Most,";"$$$$"
"PR2VC9";;"Las Vegas,Most,";"$$$$"
"PKUQM3";;"Las Vegas,Most,";"$$$$"
"PZMM0Z";;"Las Vegas,Most,";"$$$"
"PECFK0";;"Las Vegas,Most,";"$$"
"P1J6LU";;"Las Vegas,Most,";"$$$$"
"PYNY1T";;"Las Vegas,Most,";"$$$$"
"P1SUQY";;"Las Vegas,Most,";"$$$$"
"PRKTC0";;"Las Vegas,Most,";"$$$$"
"PFM5UW";;"Las Vegas,Most,";"$$$"
"P8RRCM";;"Cabo,Lisbon,Europe,Portugal,Cascais,";"$$"
"PH9K7Z";;"Cabo,Lisbon,Europe,Portugal,Cascais,";"$$"
"P2BJAD";;"Cascais,";"$$"
"PW0GYC";;"Lisbon,";"$"
"PBVX1B";"National Park,World Heritage Site,";"Sintra,Lisbon,Roman,Europe,Sintra,";"$"
"PB5TVA";"World Heritage Site,";"Monument to the Discoveries,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),The Royal Palace,The Royal Palace (Koninklijk Paleis),Lisbon,Portugal,";"$"
"PA9TYG";"Museum,National Park,World Heritage Site,";"Buffalo,Capri,Gardens,Paestum,Pompeii,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),Sparta,The Colosseum,The Royal Palace,The Royal Palace (Koninklijk Paleis),Vesuvius National Park,Amalfi Coast,Buffalo,Caserta,Islands,Metro,Naples,Roman,Rome,Sale,Salerno,Temple,The Coast,The Islands,Italy,Naples,Rome,Naples,Sorrento,";"$$$$"
"PR5THZ";"National Park,Outdoor Activities,";"Arrowtown,Aspiring National Park,Forest Park,Te Anau,Christchurch,Coro,Dese,Queens,Queenstown,";"$$$$"
"PEQ70T";"Food Tour,Museum,";"Halong Bay,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),Bangkok,Cu Chi,Hanoi,Ho Chi Minh City,Hoi An,Massa,Nha Trang,Trang,";"$$$$"
"P15FFH";"Museum,";"Ethnographic Museum,Ethnographic Museum (former Folk Art Museum),Forbidden City,Great Wall of China,Red Square,Beijing,Dese,Jinsha,Krasnoyarsk,Moscow,Mountains,Perm,Ulan Bator,Yekaterinburg,China,Mongolia,";"$$$$"
"PYW60R";"National Park,World Heritage Site,";"Ait Benhaddou,Chefchaouen,Koutoubia Mosque,Saadian Tombs,Casablanca,Dese,Hamm,Marrakech,Mountains,Taourirt,Casablanca,";"$$$$"
"PZKRRT";"Outdoor Activities,";"Mt Kilimanjaro National Park,Nakuru,";"$$$$"
"P1H9V5";"National Park,Outdoor Activities,";"Fatehpur Sikri,Taj Mahal,Agra,Delhi,Fatehpur,Jaipur,Pushkar,Temple,Varanasi,Asia,Fatehpur Sikri,Taj Mahal,";"$$$$"
"PNXQ0N";;"Fatehpur Sikri,Taj Mahal,Agra,Delhi,Fatehpur,Jaipur,New Delhi,Fatehpur Sikri,Taj Mahal,";"$$$$"
"PDBKVZ";;"Blue Lagoon,Blue Lagoon,Reykjavik,";"$$$$"
"P9XBUC";"National Park,Outdoor Activities,";"Arrowtown,Aspiring National Park,Devonport,Forest Park,Harbour Bridge,Te Anau,Auckland,Christchurch,Coro,Dese,Queens,Queenstown,Wellington,";"$$$$"
"PFW9DZ";;"Aurora,Norway,";"$$$"
"PRGRX5";;"Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),The Fortress,The Royal Palace,The Royal Palace (Koninklijk Paleis),";"$$$"
"PX2BXF";"Museum,";"Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),Vigeland Park,Oslo,Europe,Side,";"$$$$"
"PGK0L1";"Museum,";"Vigeland Park,Oslo,";"$$$"
"PAH03U";;"Big Ben and the Houses of Parliament,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),The Royal Palace,The Royal Palace (Koninklijk Paleis),Oslo,";"$$$"
"PZN0GA";"Outdoor Activities,";"Brooklyn Bridge,Times Square,Brooklyn,";"$$"
"PN91BB";"Museum,Outdoor Activities,";"Metropolitan Museum of Art,Metro,Europe,";"$$"
"PTA6CP";"National Park,Outdoor Activities,";"Dinden National Park,Cair,Cairns,Davie,Oran,";"$$"
"PQC0KV";"National Park,";"Grand Canyon,Grand Teton National Park,The Grand Canyon,Yellowstone National Park,Jackson,South Gate,Grand Canyon National Park,";"$$$"
"PSVWX5";"National Park,";"Grand Teton National Park,Wonderland,Yellowstone National Park,Jackson,South Gate,";"$$$$"
"PQEGF8";"National Park,";"Grand Teton National Park,Wonderland,Yellowstone National Park,Jackson,South Gate,";"$$$$"
"PHFQYK";;;"$$$$"
"P4JKPT";;;"$$$$"
"PEJX3E";;;"$$$$"
"PSJ0K1";"Museum,Sky Activities,";"Cappadocia,Kayseri,";"$$$$"
"PFBP4U";"Museum,World Heritage Site,";"Acropolis,Acropolis,Izmir,Roman,Turkey,Izmir,";"$$"
"P8DB14";;"Kusadasi,Temple,Kusadasi,Kusadasi,";"$$"
"PFUABB";"Museum,";"Ethnographic Museum,Ethnographic Museum (former Folk Art Museum),Izmir,Izmir,";"$$"
"P6FMJX";;"Istanbul,Asia,Europe,Istanbul,";"$$"
"PBU3K1";"Museum,";"Antalya,Antalya,";"$$$"
"PR8BJ5";;"Bursa,Istanbul,Istanbul,";"$$$"
"PAQ30S";;"Ancient Troy,Istanbul,Troy,Istanbul,";"$$$$"
"PBPNHG";;"Blue Mosque (Sultan Ahmet Camii),Istanbul,Istanbul,";"$$$$"
"PKLPUS";"Museum,World Heritage Site,";"Archaeological Museum,Ephesus,Artem,Bath,Izmir,Mary,Roman,Temple,Turkey,Izmir,Ephesus,";"$$"
"PFSSTL";"Museum,National Park,Sky Activities,World Heritage Site,";"Cappadocia,Kayseri,";"$$$$"
"PM10CQ";;"Blue Mosque (Sultan Ahmet Camii),Hagia Sophia (Aya Sofya),Hippodrome,Istanbul,Russia,Istanbul,";"$$$"
"PCADFY";;"Istanbul,Istanbul,";"$$$"
"P4EZZ1";"World Heritage Site,";"Pamukkale,Izmir,Turkey,Izmir,";"$$$"
"PSHPFP";;;"$$$"
"PM0RSZ";;"Turkey,";"$$"
"P3D010";;"Hisar,Istanbul,Save,Egypt,Istanbul,";"$$"
"PYKDFZ";;"Ephesus,Battlefields,Istanbul,Mary,Troy,Turkey,Istanbul,Ephesus,";"$$$$"
"P1QR50";"Museum,";"Dolmabahce Palace,Hagia Sophia (Aya Sofya),Istanbul,Roman,Sultanah,Europe,Istanbul,";"$$"
"PCK09T";;"Pamukkale,Izmir,Roman,Temple,Izmir,";"$$"
"PKTCWQ";"Sky Activities,";"Cappadocia,";"$$$"
"PUAHBY";;"Istanbul,Australia,New Zealand,Russia,Istanbul,";"$$$"
"PK1S30";"Museum,World Heritage Site,";"Solitude,Cappadocia,Turkey,";"$$"
"PGGPKE";;"The Rocks,Cappadocia,";"$$"
"PCEXAG";"Museum,Outdoor Activities,";"Cappadocia,Istanbul,Kayseri,Nevsehir,Turkey,Istanbul,";"$$$$"
"PJXGAN";"Museum,";"Galle,Galle,Madison,Paris,Reno,Toulouse,";"$"
"PPVUXP";"Museum,";"Washington,";"$"
"PB6BSD";;"Fortuna,Roman Forum,Roman Forum (Foro Romano),The Colosseum,Palatine,Roman,Rome,Rome,";"$"
"PAN1AP";"Museum,";"Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,Roman,";"$$"
"PQ0SPJ";"National Park,Outdoor Activities,Water Sports,";"West Bali National Park,Bali,Indonesia,";"$$$$"
"P473FP";"Museum,";"Arc de Triomphe,Big Ben and the Houses of Parliament,Buckingham Palace and the Queens Gallery,Eiffel Tower,Galle,Big Ben and the Houses of Parliament,London Eye,Louvre,Louvre,Murano,Pantheon,Pisa,Ponte Vecchio,Roman Forum,Roman Forum (Foro Romano),The Colosseum,Tower of London,Trevi Fountain (Fontana di Trevi),Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,Westminster Abbey,David,Florence,Galle,London,Paris,Pisa,Roman,Rome,Venice,Westminster,Rome,Venice,Tower of London,";"$$$$"
